,time,T,CA0,CA,CB,CC
0,0.0,400,0.5,0.31549771488824463,0.0,0.0
1,0.125,400,0.5,0.05046003546382066,0.31431148193411196,0.029497389099696916
2,0.25,400,0.5,0.012817655959454187,0.1611316862628185,0.23155094214346164
3,0.375,400,0.5,0.02296830876367482,0.014856331948144952,0.5323078573051407
4,0.5,400,0.5,0.0,0.04628390534078557,0.4429002155326171
5,0.625,400,0.5,0.055306818949086185,0.0,0.3984695337162193
6,0.75,400,0.5,0.036416191684544456,0.0643044197993433,0.3348848034672064
7,0.875,400,0.5,0.0,0.0,0.7084620284092191
8,1.0,400,0.5,0.07052423001104385,0.0,0.48154874835790434
